"STATUS_ID","SEGMENT_ID","VELOCITY","RECORDED_AT"
"37918","43271",51,2020-09-10 13:14:27.000
"37919","43271",53,2020-09-10 13:14:40.000
"37920","43267",53,2020-09-10 13:14:52.000
"37922","43257",51,2020-09-10 13:15:16.000
"37923","43255",49,2020-09-10 13:15:28.000
"37924","43255",52,2020-09-10 13:15:40.000
"37925","43255",50,2020-09-10 13:15:52.000
"37926","23295",37,2020-09-10 13:16:04.000
"37928","44224",53,2020-09-10 13:16:27.000
"37929","44217",37,2020-09-10 13:16:39.000
"37930","44216",11,2020-09-10 13:16:51.000
"37931","44216",1,2020-09-10 13:17:04.000
"37932","44216",3,2020-09-10 13:17:16.000
"37934","44216",1,2020-09-10 13:17:40.000
"37935","44216",1,2020-09-10 13:17:51.000
"37936","44216",2,2020-09-10 13:18:04.000
"37937","44216",13,2020-09-10 13:18:16.000
"37938","44214",31,2020-09-10 13:18:27.000
"37940","44214",32,2020-09-10 13:18:52.000
"37941","44214",3,2020-09-10 13:19:03.000
"37942","44214",23,2020-09-10 13:19:16.000
"37943","44214",45,2020-09-10 13:19:28.000
"37944","44210",51,2020-09-10 13:19:40.000
"37946","44206",63,2020-09-10 13:20:04.000
"37947","44206",58,2020-09-10 13:20:16.000
"37948","44203",59,2020-09-10 13:20:28.000
"37949","44198",65,2020-09-10 13:20:40.000
"37950","44196",60,2020-09-10 13:20:52.000
"37952","44186",59,2020-09-10 13:21:28.000
"37953","44186",60,2020-09-10 13:21:40.000
"37954","44180",65,2020-09-10 13:21:51.000
"37955","44176",65,2020-09-10 13:22:03.000
"37956","44172",53,2020-09-10 13:22:16.000
"37958","43287",30,2020-09-10 13:22:40.000
"37959","43291",45,2020-09-10 13:22:52.000
"37960","43291",53,2020-09-10 13:23:03.000
"37962","43291",52,2020-09-10 13:23:28.000
"37963","43291",53,2020-09-10 13:23:40.000
"37964","43291",49,2020-09-10 13:23:52.000
"37965","43291",51,2020-09-10 13:24:04.000
"37966","43291",49,2020-09-10 13:24:15.000
"37967","43291",52,2020-09-10 13:24:27.000
"37968","43291",50,2020-09-10 13:24:39.000
"37969","43293",43,2020-09-10 23:34:32.000
"37970","43291",40,2020-09-10 23:34:44.000
"37971","43291",49,2020-09-10 23:34:56.000
"37972","43291",44,2020-09-10 23:35:08.000
"37973","43291",50,2020-09-10 23:35:20.000
"37974","43291",47,2020-09-10 23:35:32.000
"37975","43291",45,2020-09-10 23:35:44.000
"37976","43291",47,2020-09-10 23:35:56.000
"37977","43291",38,2020-09-10 23:36:08.000
"37978","43291",52,2020-09-10 23:36:20.000
"37979","43291",37,2020-09-10 23:36:31.000
"37980","43291",22,2020-09-10 23:36:43.000
"37981","44172",33,2020-09-10 23:36:55.000
"37982","44172",51,2020-09-10 23:37:07.000
"37983","44174",48,2020-09-10 23:37:20.000
"37984","44176",44,2020-09-10 23:37:31.000
"37985","44178",49,2020-09-10 23:37:44.000
"37986","44186",46,2020-09-10 23:37:55.000
"37987","44186",49,2020-09-10 23:38:07.000
"37988","44188",37,2020-09-10 23:38:20.000
"37989","44190",29,2020-09-10 23:38:32.000
"37990","44196",45,2020-09-10 23:38:43.000
"37991","44196",48,2020-09-10 23:38:55.000
"37992","44198",43,2020-09-10 23:39:07.000
"37993","44200",46,2020-09-10 23:39:19.000
"37994","44202",41,2020-09-10 23:39:31.000
"37995","44206",45,2020-09-10 23:39:43.000
"37996","44206",43,2020-09-10 23:39:55.000
"37997","44206",44,2020-09-10 23:40:07.000
"37998","44206",46,2020-09-10 23:40:19.000
"37999","44210",55,2020-09-10 23:40:31.000
"38000","44214",47,2020-09-10 23:40:44.000
"38001","44214",48,2020-09-10 23:40:56.000
"38002","44214",32,2020-09-10 23:41:07.000
"38003","44214",19,2020-09-10 23:41:20.000
"38004","44216",2,2020-09-10 23:41:32.000
"38005","44216",1,2020-09-10 23:41:43.000
"38006","44216",1,2020-09-10 23:41:56.000
"38007","44216",1,2020-09-10 23:42:08.000
"38008","44216",1,2020-09-10 23:42:19.000
"38009","44216",1,2020-09-10 23:42:31.000
"38010","44216",1,2020-09-10 23:42:43.000
"38011","44216",23,2020-09-10 23:42:56.000
"38012","44216",46,2020-09-10 23:43:07.000
"38013","44216",48,2020-09-10 23:43:19.000
"38014","44224",51,2020-09-10 23:43:32.000
"38015","23295",39,2020-09-10 23:43:43.000
"38016","43255",49,2020-09-10 23:43:55.000
"38017","43255",53,2020-09-10 23:44:07.000
"38018","43255",55,2020-09-10 23:44:19.000
"38019","43257",54,2020-09-10 23:44:31.000
"38020","43263",50,2020-09-10 23:44:43.000
"38021","43265",51,2020-09-10 23:44:55.000
"38022","43267",51,2020-09-10 23:45:07.000
"38023","43271",42,2020-09-10 23:45:19.000
"38024","43271",35,2020-09-10 23:45:31.000
"38025","43273",41,2020-09-10 23:45:43.000
"38026","43275",47,2020-09-10 23:45:55.000
"38027","43277",49,2020-09-10 23:46:07.000
"38028","43279",53,2020-09-10 23:46:19.000
"38029","43283",42,2020-09-10 23:46:31.000
"38030","44228",36,2020-09-10 23:46:43.000
"38031","44228",44,2020-09-10 23:46:56.000
"38032","44228",45,2020-09-10 23:47:07.000
"38033","44232",51,2020-09-10 23:47:19.000
"38034","44242",38,2020-09-10 23:47:31.000
"38035","44242",42,2020-09-10 23:47:44.000
"38036","44242",36,2020-09-10 23:47:57.000
"38037","44244",32,2020-09-10 23:48:07.000
"38038","23394",29,2020-09-10 23:48:19.000
"38039","23394",39,2020-09-10 23:48:31.000
"38040","23392",35,2020-09-10 23:48:43.000
"38041","23392",36,2020-09-10 23:48:56.000
"38042","23390",36,2020-09-10 23:49:07.000
"38043","23390",41,2020-09-10 23:49:19.000
"38044","23388",38,2020-09-10 23:49:31.000
"38045","23386",37,2020-09-10 23:49:43.000
"38046","23382",47,2020-09-10 23:49:56.000
"38047","23380",44,2020-09-10 23:50:07.000
"38048","23380",41,2020-09-10 23:50:19.000
"38049","23378",44,2020-09-10 23:50:31.000
"38050","23376",42,2020-09-10 23:50:43.000
"38051","23368",42,2020-09-10 23:50:55.000
"38052","23358",39,2020-09-10 23:51:07.000
"38053","23356",42,2020-09-10 23:51:19.000
"38054","23356",45,2020-09-10 23:51:32.000
"38055","23352",47,2020-09-10 23:51:44.000
"38056","23350",50,2020-09-10 23:51:55.000
"38057","23348",52,2020-09-10 23:52:08.000
"38058","23346",46,2020-09-10 23:52:20.000
"38059","23344",47,2020-09-10 23:52:32.000
"38060","23340",24,2020-09-10 23:52:44.000
"38061","23336",10,2020-09-10 23:52:55.000
"38062","23332",20,2020-09-10 23:53:08.000
"38063","24936",13,2020-09-10 23:53:19.000
"38064","23326",1,2020-09-10 23:53:31.000
"38065","23326",1,2020-09-10 23:53:44.000
"38066","23326",4,2020-09-10 23:53:56.000
"38067","23324",7,2020-09-10 23:54:07.000
"38068","23324",3,2020-09-10 23:54:19.000
"38069","23324",3,2020-09-10 23:54:31.000
"38070","23324",1,2020-09-10 23:54:44.000
"38071","23324",2,2020-09-10 23:54:56.000
"38072","23324",1,2020-09-10 23:55:08.000
"38073","23324",1,2020-09-10 23:55:20.000
"38074","23324",1,2020-09-10 23:55:32.000
"38075","23324",1,2020-09-10 23:55:44.000
"38076","23324",1,2020-09-10 23:55:56.000
"38077","23324",1,2020-09-10 23:56:07.000
"38078","23324",1,2020-09-10 23:56:19.000
"38079","23324",1,2020-09-10 23:56:32.000
"38080","23324",1,2020-09-10 23:56:44.000
"38081","23324",1,2020-09-10 23:56:56.000
"38082","23324",1,2020-09-10 23:57:08.000
"38084","23324",1,2020-09-10 23:57:32.000
"38085","23324",5,2020-09-10 23:57:43.000
"38086","23324",31,2020-09-10 23:57:55.000
"38087","23316",41,2020-09-10 23:58:08.000
"38088","23312",35,2020-09-10 23:58:20.000
"38090","23304",1,2020-09-10 23:58:43.000
"38091","23303",1,2020-09-10 23:58:55.000
"38092","23304",1,2020-09-10 23:59:07.000
"38093","23304",9,2020-09-10 23:59:20.000
"38094","23302",5,2020-09-10 23:59:31.000
"38096","23304",8,2020-09-10 23:59:56.000
"38097","23302",2,2020-09-11 00:00:07.000
"38098","23302",1,2020-09-11 00:00:19.000
"38099","23302",2,2020-09-11 00:00:31.000
"38100","23302",2,2020-09-11 00:00:43.000
"38102","23302",1,2020-09-11 00:01:07.000
"38103","23302",1,2020-09-11 00:01:20.000
"38104","23302",1,2020-09-11 00:01:32.000
"38105","23302",1,2020-09-11 00:01:44.000
"38106","23302",1,2020-09-11 00:01:56.000
"38108","23302",1,2020-09-11 00:02:19.000
"38109","23302",1,2020-09-11 00:02:31.000
"38110","23302",1,2020-09-11 00:02:43.000
"38111","23302",1,2020-09-11 00:02:56.000
"38112","23302",1,2020-09-11 00:03:08.000
"38114","23302",1,2020-09-11 00:03:32.000
"38115","23302",1,2020-09-11 00:03:43.000
"38116","23302",1,2020-09-11 00:03:55.000
"38117","23302",8,2020-09-11 00:04:08.000
"38118","23300",2,2020-09-11 00:04:19.000
"38119","23300",4,2020-09-11 00:04:32.000
"38120","23298",17,2020-09-11 00:04:44.000
"38121","70461",47,2020-09-11 00:14:55.000
"38122","70215",26,2020-09-11 00:15:07.000
"38123","70215",15,2020-09-11 00:15:19.000
"38124","70338",3,2020-09-11 00:15:33.000
"38125","70338",11,2020-09-11 00:15:44.000
"38126","70339",39,2020-09-11 00:15:56.000
"38127","70341",33,2020-09-11 00:16:08.000
"38128","70342",23,2020-09-11 00:16:20.000
"38129","70342",5,2020-09-11 00:16:32.000
"38130","70342",1,2020-09-11 00:16:44.000
"38131","70342",1,2020-09-11 00:16:56.000
"38132","70342",1,2020-09-11 00:17:08.000
"38133","70342",5,2020-09-11 00:17:20.000
"38134","70342",15,2020-09-11 00:17:32.000
"38135","70343",10,2020-09-11 00:17:43.000
"38136","70343",7,2020-09-11 00:17:56.000
"38137","70344",12,2020-09-11 00:18:08.000
"38138","70344",6,2020-09-11 00:18:20.000
"38139","70345",9,2020-09-11 00:18:32.000
"38140","70346",33,2020-09-11 00:18:56.000
"38141","70347",26,2020-09-11 00:19:09.000
"38142","70347",6,2020-09-11 00:19:20.000
"38143","70347",2,2020-09-11 00:19:32.000
"38144","70347",2,2020-09-11 00:19:44.000
"38145","70347",2,2020-09-11 00:19:56.000
"38146","70347",11,2020-09-11 00:20:08.000
"38147","70347",25,2020-09-11 00:20:20.000
"38148","70348",32,2020-09-11 00:20:32.000
"38149","70349",14,2020-09-11 00:20:44.000
"38150","70349",7,2020-09-11 00:20:55.000
"38151","70349",5,2020-09-11 00:21:08.000
"38152","70204",8,2020-09-11 00:21:20.000
"38153","70350",6,2020-09-11 00:21:32.000
"38154","70351",36,2020-09-11 00:21:44.000
"38155","70351",45,2020-09-11 00:21:57.000
"38156","27490",22,2020-09-11 00:22:08.000
"38157","27490",1,2020-09-11 00:22:19.000
"38158","27490",4,2020-09-11 00:22:32.000
"38159","27491",1,2020-09-11 00:22:43.000
"38160","27491",4,2020-09-11 00:22:55.000
"38161","70196",2,2020-09-11 00:23:06.000
"38162","70196",13,2020-09-11 00:23:20.000
"38163","27492",1,2020-09-11 00:23:32.000
"38164","27492",11,2020-09-11 00:23:44.000
"38165","27492",4,2020-09-11 00:23:56.000
"38166","27492",10,2020-09-11 00:24:08.000
"38167","27492",9,2020-09-11 00:24:19.000
"38168","27493",20,2020-09-11 00:24:32.000
"38169","27493",11,2020-09-11 00:24:43.000
"38170","70229",6,2020-09-11 00:24:57.000
"38171","70160",10,2020-09-11 00:25:08.000
"38172","70243",3,2020-09-11 00:25:20.000
"38173","70244",4,2020-09-11 00:25:33.000
"38174","70221",39,2020-09-11 00:25:44.000
"38175","27497",45,2020-09-11 00:25:56.000
"38176","37268",38,2020-09-11 00:26:07.000
"38177","37269",34,2020-09-11 00:26:20.000
"38178","37269",30,2020-09-11 00:26:32.000
"38179","37269",46,2020-09-11 00:26:44.000
"38180","37270",40,2020-09-11 00:26:56.000
"38181","37270",29,2020-09-11 00:27:08.000
"38182","37271",35,2020-09-11 00:27:20.000
"38183","37273",42,2020-09-11 00:27:33.000
"38184","37274",31,2020-09-11 00:27:44.000
"38185","37275",30,2020-09-11 00:27:56.000
"38186","37275",14,2020-09-11 00:28:08.000
"38187","37275",6,2020-09-11 00:28:32.000
"38188","37275",1,2020-09-11 00:28:44.000
"38189","37275",2,2020-09-11 00:28:55.000
"38190","37275",4,2020-09-11 00:29:07.000
"38191","37275",5,2020-09-11 00:29:20.000
"38192","62965",2,2020-09-11 00:29:32.000
"38193","62966",11,2020-09-11 00:29:43.000
"38194","62961",45,2020-09-11 00:29:56.000
"38195","62963",41,2020-09-11 00:30:08.000
"38196","62963",51,2020-09-11 00:30:20.000
"38197","62963",42,2020-09-11 00:30:32.000
"38198","27514",30,2020-09-11 00:30:44.000
"38199","27514",31,2020-09-11 00:30:56.000
"38200","27513",34,2020-09-11 00:31:08.000
"38201","27513",36,2020-09-11 00:31:20.000
"38202","27515",43,2020-09-11 00:31:32.000
"38203","27516",42,2020-09-11 00:31:44.000
"38204","27518",47,2020-09-11 00:31:56.000
"38205","27518",41,2020-09-11 00:32:08.000
"38206","22129",50,2020-09-11 00:32:20.000
"38207","22131",40,2020-09-11 00:32:32.000
"38208","22131",17,2020-09-11 00:32:44.000
"38209","22131",15,2020-09-11 00:32:56.000
"38210","22128",22,2020-09-11 00:33:09.000
"38211","22131",17,2020-09-11 00:33:20.000
"38212","22131",48,2020-09-11 00:33:31.000
"38213","22132",52,2020-09-11 00:33:43.000
"38214","22127",44,2020-09-11 00:33:56.000
"38215","22127",33,2020-09-11 00:34:11.000
"38216","22127",36,2020-09-11 00:34:20.000
"38217","22126",45,2020-09-11 00:34:43.000
"38218","22126",41,2020-09-11 00:34:55.000
"38219","22154",46,2020-09-11 00:35:07.000
"38220","22125",52,2020-09-11 00:35:18.000
"38221","22134",46,2020-09-11 00:35:30.000
"38222","26710",42,2020-09-11 00:35:42.000
"38223","37180",51,2020-09-11 00:35:55.000
"38224","22137",48,2020-09-11 00:36:07.000
"38225","22168",45,2020-09-11 00:36:18.000
"38226","22138",44,2020-09-11 00:36:30.000
"38227","22139",48,2020-09-11 00:36:43.000
"38228","22142",41,2020-09-11 00:36:55.000
"38229","22143",61,2020-09-11 00:37:07.000
"38230","22146",48,2020-09-11 00:37:19.000
"38231","22148",44,2020-09-11 00:37:31.000
"38232","22151",44,2020-09-11 00:37:42.000
"38233","161",37,2020-09-11 00:37:54.000
"38235","26139",15,2020-09-11 00:38:19.000
"38236","38243",44,2020-09-11 00:38:31.000
"38237","32663",43,2020-09-11 00:38:39.000
"38238","32664",2,2020-09-11 00:38:47.000
"38239","38984",1,2020-09-11 00:38:56.000
"38241","38984",1,2020-09-11 00:39:14.000
"38242","38984",1,2020-09-11 00:39:23.000
"38243","38984",10,2020-09-11 00:39:32.000
"38244","45119",16,2020-09-11 00:39:41.000
"38245","45119",19,2020-09-11 00:39:49.000
"38247","45120",27,2020-09-11 00:40:06.000
"38248","45121",23,2020-09-11 00:40:15.000
"38249","45122",2,2020-09-11 00:40:24.000
"38250","45122",1,2020-09-11 00:40:33.000
"38251","45122",12,2020-09-11 00:40:51.000
"38253","32667",43,2020-09-11 00:41:16.000
"38254","32670",41,2020-09-11 00:41:28.000
"38255","32368",28,2020-09-11 00:41:40.000
"38256","32670",7,2020-09-11 00:41:53.000
"38257","20551",6,2020-09-11 00:42:05.000
"38259","20551",13,2020-09-11 00:42:28.000
"38260","31753",9,2020-09-11 00:42:40.000
"38261","31753",19,2020-09-11 00:42:52.000
"38262","31751",31,2020-09-11 00:43:04.000
"38263","31749",24,2020-09-11 00:43:15.000
"38265","22684",4,2020-10-16 07:11:53.000
"38266","21263",1,2020-10-16 07:12:01.000
"38267","21263",1,2020-10-16 07:12:11.000
"38268","21263",1,2020-10-16 07:12:21.000
"38269","21263",1,2020-10-16 07:12:31.000
"38271","24845",14,2020-10-17 02:22:40.000
"38272","6687",2,2020-10-18 05:24:08.000
"38273","80480",20,2020-10-18 12:47:21.000
"38274","6687",2,2020-10-18 14:16:00.000
"38275","6687",2,2020-10-18 14:17:32.000
"38277","15416",15,2020-10-19 02:09:39.000
"38278","47406",1,2020-10-19 02:11:20.000
"38279","58243",12,2020-10-27 16:51:09.000
"38280","45929",15,2020-10-27 16:52:25.000
"38281","79981",10,2020-10-27 16:53:30.000
"38282","79983",40,2020-10-27 16:54:08.000
"38283","58229",10,2020-10-29 01:57:07.000
"38284","24845",24,2020-11-01 02:51:52.000
"38285","24845",11,2020-11-01 02:52:08.000
"38286","56816",20,2020-11-01 03:02:32.000
"38287","56816",20,2020-11-01 03:40:37.000
"38288","56816",20,2020-11-01 03:42:51.000
"38289","56816",99,2020-11-01 03:44:07.000
"38290","56816",99,2020-11-01 04:02:05.000
"38291","56816",20,2020-11-01 04:10:45.000
"38292","56816",20,2020-11-01 04:12:17.000
"38293","56816",88,2020-11-01 04:15:23.000
"38294","56816",88,2020-11-01 04:16:51.000
"38295","56816",88,2020-11-01 04:17:15.000
"38296","56816",88,2020-11-01 07:05:27.000
"38297","56816",99,2020-11-01 07:25:10.000
"38298","5827",1,2020-11-04 15:05:23.000
"38299","5827",1,2020-11-04 15:05:34.000
"38300","5827",1,2020-11-04 15:05:46.000
"38301","5827",1,2020-11-04 15:05:58.000
"38302","5827",1,2020-11-04 15:06:10.000
"38303","5827",1,2020-11-04 15:06:22.000
"38304","5827",1,2020-11-04 15:06:34.000
"38305","5827",1,2020-11-04 15:06:46.000
"38306","5827",1,2020-11-04 15:06:59.000
"38307","5827",1,2020-11-04 15:07:10.000
"38308","5827",1,2020-11-04 15:07:22.000
"38309","5827",1,2020-11-04 15:07:34.000
"38310","5827",1,2020-11-04 15:07:46.000
"38311","5827",1,2020-11-04 15:07:58.000
"38312","5827",1,2020-11-04 15:08:07.000
"38313","5827",1,2020-11-04 18:18:25.000
"38314","5827",10,2020-11-04 18:18:36.000
"38315","5828",5,2020-11-04 18:22:37.000
"38316","5826",3,2020-11-04 18:22:48.000
"38317","5826",1,2020-11-04 18:22:58.000
"38318","5826",1,2020-11-04 18:23:15.000
"38319","5826",1,2020-11-04 18:23:27.000
"38320","5826",1,2020-11-04 18:23:39.000
"38321","5826",2,2020-11-04 18:23:51.000
"38322","5826",1,2020-11-04 18:24:03.000
"38323","5826",10,2020-11-04 18:24:32.000
"38324","5826",1,2020-11-04 18:28:16.000
"38325","5828",1,2020-11-04 18:28:28.000
"38326","5828",1,2020-11-04 18:28:40.000
"38327","5828",3,2020-11-04 18:28:52.000
"38328","5827",1,2020-11-05 15:22:47.000
"38329","5827",1,2020-11-05 15:23:21.000
"38330","5827",1,2020-11-05 16:33:50.000
"38331","5827",1,2020-11-05 16:33:55.000
"38332","5827",1,2020-11-05 16:34:05.000
"38333","5827",1,2020-11-05 16:34:15.000
"38334","5827",3,2020-11-05 16:34:25.000
"38335","5827",3,2020-11-05 16:34:35.000
"38336","5827",1,2020-11-05 16:34:45.000
"38337","5827",1,2020-11-05 16:34:55.000
"38338","5827",1,2020-11-05 16:35:06.000
"38339","5827",1,2020-11-05 16:35:16.000
"38340","5827",1,2020-11-05 16:35:28.000
"38341","5827",1,2020-11-05 16:35:40.000
"38342","5827",1,2020-11-05 16:35:52.000
"38343","5827",1,2020-11-05 16:36:04.000
"38344","5827",1,2020-11-05 16:36:16.000
"38345","5827",1,2020-11-05 16:36:28.000
"38346","5827",1,2020-11-05 16:36:40.000
"38347","5827",1,2020-11-05 16:36:53.000
"38348","5827",1,2020-11-05 16:37:05.000
"38349","5827",1,2020-11-05 16:37:17.000
"38350","5827",1,2020-11-05 16:37:29.000
"38351","5827",1,2020-11-05 16:37:41.000
"38352","5827",1,2020-11-05 16:37:53.000
"38353","5827",1,2020-11-05 16:38:05.000
"38354","5827",1,2020-11-05 16:38:17.000
"38355","5827",1,2020-11-05 16:38:29.000
"38356","5827",1,2020-11-05 16:38:41.000
"38357","5827",1,2020-11-05 16:38:53.000
"38358","5827",1,2020-11-05 16:39:06.000
"38359","5827",1,2020-11-05 16:39:19.000
"38360","5827",1,2020-11-05 16:39:31.000
"38361","5827",1,2020-11-05 16:39:43.000
"38362","5827",2,2020-11-05 16:39:55.000
"38363","5827",2,2020-11-05 16:40:07.000
"38364","5827",5,2020-11-05 16:40:19.000
"38365","5827",2,2020-11-05 16:40:31.000
"38366","5826",3,2020-11-05 16:40:43.000
"38367","5828",3,2020-11-05 16:41:07.000
"38368","5826",2,2020-11-05 16:41:19.000
"38369","5827",1,2020-11-05 16:41:31.000
"38370","5827",2,2020-11-05 16:41:43.000
"38371","5826",1,2020-11-05 16:41:55.000
"38372","5826",2,2020-11-05 16:42:07.000
"38373","5826",1,2020-11-05 16:42:19.000
"38374","5826",1,2020-11-05 16:42:31.000
"38375","5826",1,2020-11-05 16:42:43.000
"38376","5826",1,2020-11-05 16:42:55.000
"38377","5826",1,2020-11-05 16:43:07.000
"38434","83729",2,2020-11-13 14:13:36.000
"38378","5826",1,2020-11-05 16:43:19.000
"38379","5827",2,2020-11-05 16:43:31.000
"38380","5826",1,2020-11-05 16:43:43.000
"38381","5826",1,2020-11-05 16:43:55.000
"38435","6687",2,2020-11-14 09:11:24.000
"38382","5826",1,2020-11-05 16:44:07.000
"38383","5827",1,2020-11-05 16:44:19.000
"38384","5827",1,2020-11-05 16:44:31.000
"38385","5827",1,2020-11-05 16:44:43.000
"38436","6687",2,2020-11-14 09:12:13.000
"38386","5827",2,2020-11-05 16:44:55.000
"38387","5826",1,2020-11-05 16:45:07.000
"38388","5826",2,2020-11-05 16:45:19.000
"38389","5827",1,2020-11-05 16:45:31.000
"38391","5827",1,2020-11-05 16:46:25.000
"38392","5827",1,2020-11-05 16:46:35.000
"38393","5827",1,2020-11-05 16:46:46.000
"38394","5827",1,2020-11-05 16:46:54.000
"38396","5827",1,2020-11-05 17:08:47.000
"38397","5827",1,2020-11-05 17:08:57.000
"38398","5827",10,2020-11-05 17:09:06.000
"38399","5828",4,2020-11-05 17:15:53.000
"38400","5826",8,2020-11-09 16:03:08.000
"38402","5827",1,2020-11-09 16:18:38.000
"38403","5827",4,2020-11-09 16:18:47.000
"38404","5827",6,2020-11-09 16:18:57.000
"38405","5826",1,2020-11-09 16:19:08.000
